Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
4307,57,Male,Shirt,Clothing,,Los Angeles,M,Red,Summer,,Yes,Standard,No,36,PayPal,Weekly
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,15,Bank Transfer,Monthly
4836,66,Male,Shoes,Accessories,,Houston,L,Red,Winter,5,Yes,Standard,Yes,,Credit Card,Monthly
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,38,Debit Card,Annually
4001,28,Other,Shoes,Electronics,484.3,Los Angeles,,Green,Spring,,No,Standard,Yes,,PayPal,Monthly
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,Fortnightly
4954,18,Male,Laptop,Electronics,1445.84,Houston,,Green,Autumn,1,No,Express,No,41,Credit Card,Monthly
3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,Express,No,32,Bank Transfer,Fortnightly
1795,60,Male,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,No,Express,No,21,Debit Card,Fortnightly
4362,64,Male,Bag,Electronics,,Chicago,,Red,Winter,1,Yes,Express,Yes,,Cash,Quarterly
1467,58,Male,Shorts,Clothing,71,Alabama,M,Green,Summer,4.5,No,Store Pickup,Yes,3,PayPal,Annually
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,Annually
4453,24,Female,Shoes,Clothing,,Houston,M,Green,Summer,,Yes,Express,Yes,47,Cash,Monthly
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,21,Cash,Every 3 Months
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,13,PayPal,Fortnightly
2887,42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,29,PayPal,Weekly
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3,Yes,2-Day Shipping,Yes,49,Credit Card,Annually
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,2,Bank Transfer,Quarterly
4451,20,Female,Phone,Clothing,,Chicago,L,Red,Summer,3,No,Express,No,,Debit Card,Monthly
4802,58,Female,Watch,Accessories,178.72,Phoenix,S,White,Summer,3,No,Standard,No,,PayPal,Quarterly
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,23,PayPal,Fortnightly
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,35,Debit Card,Every 3 Months
2987,62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,16,Credit Card,Monthly
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,37,Credit Card,Fortnightly
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,7,Bank Transfer,Monthly
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3,Yes,Free Shipping,Yes,26,Cash,Annually
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly
1336,56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,No,2-Day Shipping,Yes,26,Credit Card,Weekly
4154,54,Male,Shirt,Electronics,956.35,Los Angeles,,Red,Spring,1,Yes,Express,Yes,,Credit Card,Monthly
2522,29,Male,Handbag,Accessories,33,Minnesota,M,Magenta,Fall,4.4,No,Standard,No,18,PayPal,Every 3 Months
4736,46,Other,Shirt,Electronics,1163.75,Phoenix,,Red,Autumn,1,Yes,Express,Yes,,Credit Card,Monthly
2779,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,24,Credit Card,Bi-Weekly
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3,Yes,Standard,Yes,18,Debit Card,Fortnightly
4423,66,Female,Phone,Clothing,,Los Angeles,XL,Blue,Spring,2,Yes,Standard,No,6,PayPal,Monthly
4963,27,Female,Bag,Clothing,,Phoenix,M,Red,Autumn,,No,Standard,Yes,,Credit Card,Quarterly
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,19,Credit Card,Weekly
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,35,Venmo,Monthly
2426,58,Male,Shoes,Footwear,49,North Dakota,S,Olive,Summer,3,No,2-Day Shipping,No,34,Bank Transfer,Quarterly
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,37,PayPal,Monthly
4413,26,Other,Phone,Accessories,,Phoenix,M,Black,Spring,,Yes,Standard,No,24,Debit Card,Weekly
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,42,Bank Transfer,Bi-Weekly
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,24,Bank Transfer,Fortnightly
4043,65,Male,Phone,Electronics,196.43,Los Angeles,,Blue,Summer,,No,Standard,Yes,,Debit Card,Quarterly
4595,47,Male,Headphones,Accessories,,Houston,S,White,Summer,,No,Express,Yes,32,Cash,Quarterly
1361,56,Male,Skirt,Clothing,43,Alabama,L,Black,Fall,2.8,No,Express,Yes,4,Bank Transfer,Annually
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,47,PayPal,Quarterly
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,Annually
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3,No,2-Day Shipping,No,42,Bank Transfer,Weekly
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4,No,Free Shipping,No,34,Debit Card,Annually
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,No,44,PayPal,Every 3 Months
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,2,Debit Card,Weekly
4,21,Male,Sandals,Footwear,90,Rhode Island,M,Maroon,Spring,3.5,Yes,Next Day Air,Yes,49,PayPal,Weekly
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,15,PayPal,Bi-Weekly
2598,60,Male,Jewelry,Accessories,25,Alabama,XL,Teal,Summer,4.4,No,Store Pickup,No,13,Venmo,Bi-Weekly
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4,Yes,Express,Yes,17,Cash,Weekly
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4,No,Express,No,27,PayPal,Monthly
5003,47,Other,Laptop,Accessories,,Phoenix,M,Green,Summer,4,No,Express,No,,Credit Card,Monthly
2496,40,Male,Backpack,Accessories,37,Nebraska,XL,Orange,Spring,3.1,No,Free Shipping,No,34,Credit Card,Every 3 Months
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,11,Credit Card,Monthly
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,24,Credit Card,Monthly
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,30,Bank Transfer,Monthly
3837,62,Female,Skirt,Clothing,84,Alaska,M,Violet,Spring,2.5,No,Free Shipping,No,38,PayPal,Fortnightly
3875,70,Female,Sweater,Clothing,54,Nevada,XL,Beige,Summer,3.9,No,2-Day Shipping,No,33,Credit Card,Bi-Weekly
1554,27,Male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,21,Debit Card,Quarterly
4456,66,Male,Watch,Clothing,,New York,M,Red,Winter,4,Yes,Express,No,6,Debit Card,Monthly
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly
2630,61,Male,Scarf,Accessories,44,New Hampshire,M,Peach,Winter,3.8,No,Free Shipping,No,25,Venmo,Annually
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,4,Debit Card,Monthly
1542,24,Male,Handbag,Accessories,77,Illinois,S,Indigo,Winter,2.9,No,Store Pickup,Yes,35,Cash,Bi-Weekly
3637,50,Female,Sandals,Footwear,38,California,L,Lavender,Summer,4.2,No,2-Day Shipping,No,36,Cash,Weekly
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,18,Cash,Bi-Weekly
4516,18,Female,Laptop,Electronics,,New York,,White,Summer,,No,Standard,No,,Debit Card,Quarterly
2447,38,Male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,7,Credit Card,Monthly
1521,21,Male,Hat,Accessories,66,Iowa,M,Brown,Summer,4.4,No,2-Day Shipping,Yes,39,Cash,Quarterly
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,48,PayPal,Monthly
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,No,Standard,No,20,Venmo,Annually
4136,70,Other,Headphones,Electronics,,New York,,Red,Summer,,Yes,Express,No,,Debit Card,Monthly
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,,Yes,2-Day Shipping,Yes,35,Credit Card,Every 3 Months
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly
4908,21,Other,Shirt,Clothing,954.21,New York,S,Green,Winter,,No,Standard,Yes,,Credit Card,Weekly
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,33,Debit Card,Quarterly
3825,54,Female,Shorts,Clothing,26,Georgia,M,Olive,Summer,4,No,Free Shipping,No,31,Credit Card,Quarterly
2410,26,Male,Jewelry,Accessories,37,Washington,L,Yellow,Spring,3,No,Store Pickup,No,47,Cash,Every 3 Months
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,31,Cash,Monthly
2548,47,Male,Jacket,Outerwear,97,Mississippi,M,Beige,Summer,3.2,No,2-Day Shipping,No,16,Cash,Weekly
1420,43,Male,Handbag,Accessories,75,Montana,M,Orange,Summer,2.6,No,Free Shipping,Yes,4,Debit Card,Quarterly
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,27,PayPal,Bi-Weekly
4793,33,Other,Shoes,Accessories,,New York,M,Green,Spring,,No,Standard,Yes,28,Credit Card,Weekly
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,Fortnightly
2908,19,Female,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,50,PayPal,Bi-Weekly
4679,31,Male,Laptop,Electronics,,Los Angeles,,Green,Spring,,Yes,Standard,Yes,,PayPal,Monthly
4646,34,Female,Laptop,Electronics,1404.43,New York,,White,Spring,,No,Express,Yes,,Credit Card,Weekly
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,Annually
3652,20,Female,Handbag,Accessories,32,Arizona,M,Yellow,Spring,3.8,No,Express,No,5,Venmo,Every 3 Months
4734,52,Female,Headphones,Electronics,582.79,Phoenix,,Black,Autumn,,Yes,Express,No,,Cash,Weekly
4935,62,Male,Shoes,Clothing,,New York,XL,Black,Winter,4,Yes,Express,Yes,20,Credit Card,Quarterly
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,34,Bank Transfer,Fortnightly
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,Bi-Weekly
2821,26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,5,Cash,Bi-Weekly
4942,62,Female,Shirt,Clothing,1177.36,Los Angeles,S,Black,Autumn,4,No,Standard,No,,Cash,Monthly
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,40,Bank Transfer,Bi-Weekly
2899,23,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,No,Express,No,29,Credit Card,Annually
4652,70,Female,Phone,Electronics,,Los Angeles,,Green,Winter,2,Yes,Express,No,,Credit Card,Weekly
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,44,Venmo,Every 3 Months
4266,23,Female,Headphones,Electronics,,Phoenix,,Red,Spring,1,Yes,Standard,Yes,22,Cash,Weekly
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,29,Cash,Bi-Weekly
4468,64,Male,Headphones,Electronics,663.87,New York,,Blue,Summer,,No,Express,Yes,19,Debit Card,Weekly
2704,56,Female,Scarf,Accessories,42,Tennessee,XL,Olive,Winter,4.4,No,Free Shipping,No,34,PayPal,Weekly
3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,3,Credit Card,Every 3 Months
4550,65,Male,Bag,Clothing,,Chicago,L,Blue,Winter,5,No,Standard,No,17,Credit Card,Quarterly
2559,49,Male,Hoodie,Clothing,32,California,M,Silver,Fall,2.7,No,Express,No,24,PayPal,Fortnightly
4132,62,Male,Watch,Electronics,33.92,Los Angeles,,Green,Autumn,,No,Express,Yes,,PayPal,Weekly
1566,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,48,PayPal,Annually
1595,40,Male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,3,Cash,Fortnightly
4664,38,Female,Laptop,Accessories,864.33,Los Angeles,S,Red,Autumn,,Yes,Standard,No,,PayPal,Quarterly
1331,30,Male,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,2.9,No,Standard,Yes,20,PayPal,Bi-Weekly
1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,26,Venmo,Monthly
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4,Yes,Express,Yes,32,Bank Transfer,Annually
4439,55,Other,Bag,Electronics,294.04,New York,,Red,Autumn,,Yes,Express,No,,PayPal,Weekly
2504,69,Male,Boots,Footwear,77,Ohio,M,Violet,Summer,2.5,No,Store Pickup,No,5,Debit Card,Bi-Weekly
4553,70,Female,Watch,Clothing,,Chicago,M,Red,Spring,,Yes,Standard,No,,Credit Card,Monthly
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,35,Debit Card,Monthly
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,6,PayPal,Every 3 Months
4151,64,Male,Phone,Accessories,1384.25,New York,M,Red,Autumn,1,No,Standard,Yes,,Credit Card,Weekly
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,Quarterly
4706,52,Male,Watch,Accessories,,Houston,L,White,Autumn,4,No,Express,Yes,,Debit Card,Monthly
627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,10,Venmo,Annually
2912,28,Female,Socks,Clothing,38,Ohio,XL,Orange,Fall,2.9,No,Next Day Air,No,34,Venmo,Quarterly
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,Weekly
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,21,Credit Card,Every 3 Months
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,49,PayPal,Monthly
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly
3780,60,Female,Jeans,Clothing,75,California,XL,Lavender,Spring,4,No,Express,No,45,PayPal,Annually
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,37,Venmo,Fortnightly
4775,57,Female,Shirt,Electronics,,New York,,Black,Spring,,Yes,Standard,Yes,,PayPal,Weekly
4239,59,Female,Laptop,Clothing,,Chicago,M,Black,Winter,3,Yes,Express,Yes,14,Credit Card,Monthly
2665,22,Female,Jewelry,Accessories,84,Illinois,L,Silver,Winter,3.2,No,Store Pickup,No,37,PayPal,Weekly
1519,68,Male,Belt,Accessories,73,New York,M,Yellow,Winter,4.1,No,Next Day Air,Yes,14,Venmo,Fortnightly
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,2,Bank Transfer,Monthly
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,3,Bank Transfer,Bi-Weekly
4932,57,Other,Watch,Clothing,,Phoenix,S,Green,Autumn,1,Yes,Express,Yes,,Debit Card,Quarterly
2686,56,Female,Boots,Footwear,25,Virginia,M,Gray,Winter,2.7,No,Express,No,49,Credit Card,Quarterly
4127,38,Other,Headphones,Electronics,1132.97,Chicago,,Blue,Spring,3,No,Express,No,10,Debit Card,Monthly
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,15,Credit Card,Weekly
3400,40,Female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Standard,No,36,Debit Card,Annually
5051,34,Female,Phone,Accessories,,Houston,L,Blue,Winter,3,Yes,Standard,No,11,Cash,Quarterly
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,11,Cash,Quarterly
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,29,Cash,Every 3 Months
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,5,PayPal,Quarterly
1488,40,Male,Skirt,Clothing,44,Arizona,L,Black,Summer,4.6,No,Store Pickup,Yes,26,PayPal,Annually
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3,No,Free Shipping,Yes,27,PayPal,Bi-Weekly
1609,26,Male,Sandals,Footwear,58,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,12,Bank Transfer,Bi-Weekly
1303,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,No,Next Day Air,Yes,37,Credit Card,Monthly
3664,65,Female,Backpack,Accessories,59,Florida,M,Green,Summer,4.4,No,Express,No,49,Credit Card,Weekly
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,5,Venmo,Annually
3816,32,Female,Hat,Accessories,44,Maine,M,Brown,Fall,4.3,No,Express,No,12,Venmo,Fortnightly
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,33,Debit Card,Fortnightly
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,14,Bank Transfer,Fortnightly
2489,56,Male,Handbag,Accessories,82,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,30,PayPal,Monthly
4045,52,Female,Shoes,Accessories,1421.74,Houston,L,White,Autumn,,No,Standard,Yes,,Cash,Weekly
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,19,Credit Card,Bi-Weekly
4653,50,Female,Headphones,Electronics,876.13,Los Angeles,,Blue,Autumn,,Yes,Standard,Yes,3,PayPal,Quarterly
1395,26,Male,Coat,Outerwear,43,Iowa,L,Magenta,Fall,4.7,No,Next Day Air,Yes,39,Cash,Weekly
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,Weekly
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,3,PayPal,Bi-Weekly
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,11,Bank Transfer,Annually
3676,70,Female,Hat,Accessories,80,Virginia,M,White,Winter,4.5,No,Express,No,3,Bank Transfer,Monthly
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,48,Venmo,Quarterly
4876,67,Other,Phone,Electronics,,Los Angeles,,White,Spring,,No,Standard,No,18,Cash,Weekly
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,45,PayPal,Quarterly
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4,No,2-Day Shipping,No,1,Venmo,Quarterly
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly
4532,25,Male,Shirt,Accessories,720.43,Los Angeles,S,Red,Spring,,No,Express,Yes,,Credit Card,Quarterly
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,5,Debit Card,Bi-Weekly
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,37,Cash,Monthly
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4,Yes,Express,Yes,9,Bank Transfer,Weekly
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4,No,Free Shipping,No,38,PayPal,Bi-Weekly
4860,69,Other,Bag,Accessories,,Phoenix,L,Green,Summer,5,No,Standard,No,23,Cash,Monthly
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,37,Cash,Annually
1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4,No,2-Day Shipping,Yes,13,PayPal,Weekly
3899,44,Female,Shoes,Footwear,77,Minnesota,S,Brown,Summer,3.8,No,Express,No,24,Venmo,Weekly
4277,38,Female,Bag,Clothing,,Phoenix,XL,Red,Spring,,No,Standard,No,,Credit Card,Weekly
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,6,Debit Card,Monthly
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,11,Venmo,Every 3 Months
2643,39,Male,Belt,Accessories,87,Iowa,L,Peach,Summer,4,No,Store Pickup,No,48,Bank Transfer,Annually
2499,18,Male,Coat,Outerwear,39,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,38,Cash,Fortnightly
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,,Yes,Express,Yes,39,PayPal,Fortnightly
3753,24,Female,Coat,Outerwear,81,Washington,L,Pink,Winter,4.1,No,2-Day Shipping,No,43,Venmo,Weekly
3887,37,Female,Jewelry,Accessories,92,Iowa,S,Brown,Summer,3.9,No,Express,No,40,Debit Card,Quarterly
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3,Yes,Express,Yes,26,PayPal,Monthly
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,Yes,45,Cash,Quarterly
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,2-Day Shipping,No,39,Debit Card,Quarterly
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,11,Bank Transfer,Quarterly
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,10,Cash,Fortnightly
1839,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,11,Credit Card,Quarterly
4102,32,Male,Laptop,Electronics,129.57,Los Angeles,,Green,Summer,3,No,Standard,Yes,2,Debit Card,Quarterly
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,25,Debit Card,Monthly
4099,66,Other,Bag,Clothing,843.15,Los Angeles,S,Black,Spring,5,No,Standard,Yes,8,PayPal,Weekly
4620,53,Female,Watch,Electronics,,New York,,White,Summer,,No,Express,No,,PayPal,Weekly
3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,Standard,No,6,PayPal,Every 3 Months
1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3,No,Next Day Air,Yes,3,PayPal,Bi-Weekly
4624,23,Other,Bag,Clothing,1204.42,Houston,L,Green,Autumn,5,No,Express,No,26,Credit Card,Weekly
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4,Yes,Store Pickup,Yes,49,Debit Card,Weekly
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,Fortnightly
3817,29,Female,Coat,Outerwear,86,Maryland,S,Silver,Summer,4.3,No,Store Pickup,No,45,Credit Card,Fortnightly
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,28,Cash,Annually
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,6,PayPal,Weekly
1820,51,Male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,50,Cash,Quarterly
3320,23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,17,Credit Card,Every 3 Months
24,31,Male,Pants,Clothing,88,Oklahoma,XL,White,Winter,4.4,Yes,Express,Yes,40,Credit Card,Weekly
3857,39,Female,Sandals,Footwear,78,Virginia,S,Brown,Summer,2.5,No,Free Shipping,No,8,Debit Card,Quarterly
3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Express,No,34,Debit Card,Weekly
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,42,Cash,Every 3 Months
